ID,Tipo,Color,Material,Agregado,Cantidad,Precio Unitario,Precio Total,Fecha,PrecioU,PrecioT
886,Silla de espera,Negro,Melamina,Con brazos,1,950.0,950.0,2023-05-04,,
890,Estante de puertas corredizas,Rojo,Melamina,Con puertas,3,1750.0,5250.0,2022-04-15,,
890,Casillero de 20 puertas,Rojo,Melamina,Con espejo,2,2800.0,5600.0,2022-04-15,,
890,Silla de espera,Rojo,Melamina,Sin brazos,1,950.0,950.0,2022-04-15,,
893,Estante para farmacia de dos cuerpos,Azul,Melamina,De pared,2,3550.0,7100.0,2020-09-11,,
893,Estante para farmacia,Negro,Metal,Sin puertas,2,3500.0,7000.0,2020-09-11,,
895,Casillero de 6 puertas,Negro,Metal,Con espejo,3,1750.0,5250.0,2021-05-26,,
896,Armario de dos cuerpos,Rojo,Metal,Con espejo,2,1850.0,3700.0,2022-02-11,,
896,Estante mostrador,Blanco,Melamina,De pared,3,520.0,1560.0,2022-02-11,,
896,Silla de espera,Rojo,Metal,Con brazos,2,950.0,1900.0,2022-02-11,,
899,Casillero de 15 puertas,Negro,Melamina,Con chapa,3,2290.0,6870.0,2023-05-19,,
899,Ropero casillero,Rojo,Melamina,Sin agregado,1,2500.0,2500.0,2023-05-19,,
899,Velador clínico,Negro,Metal,Sin agregado,2,650.0,1300.0,2023-05-19,,
899,Gabetero de 2 cajas sin chapa,Rojo,Metal,Sin cerradura,1,830.0,830.0,2023-05-19,,
903,Gabetero con chapa independiente,Blanco,Metal,De oficina,2,1750.0,3500.0,2020-02-07,,
903,Gabetero de 4 cajas,Negro,Metal,Sin cerradura,3,1380.0,4140.0,2020-02-07,,
905,Casillero de 20 puertas,Blanco,Metal,Sin espejo,2,2800.0,5600.0,2022-02-10,,
905,Casillero de 12 puertas,Negro,Melamina,Sin chapa,3,2200.0,6600.0,2022-02-10,,
905,Mesa de trabajo,Azul,Melamina,Sin cajones,3,1500.0,4500.0,2022-02-10,,
905,Casillero de cuatro puertas,Blanco,Melamina,Con chapa,1,1550.0,1550.0,2022-02-10,,
905,Gabetero de 2 cajas con chapa adicional,Negro,Metal,Sin cerradura,1,980.0,980.0,2022-02-10,,
905,Casillero de cuatro puertas,Gris,Melamina,Con espejo,3,1550.0,4650.0,2022-02-10,,
905,Casillero de dos puertas,Gris,Metal,Con espejo,1,1850.0,1850.0,2022-02-10,,
905,Casillero de dos puertas,Rojo,Metal,Con espejo,2,1850.0,3700.0,2022-02-10,,
905,Estante para farmacia de dos cuerpos,Azul,Melamina,Con puertas,2,3550.0,7100.0,2022-02-10,,
905,Archivador de Chapas Individuales,Blanco,Metal,Sin agregado,1,1400.0,1400.0,2022-02-10,,
915,Casillero de 15 puertas,Gris,Metal,Con chapa,3,2290.0,6870.0,2023-07-14,,
915,Gabetero con chapa independiente,Negro,Melamina,Sin cerradura,2,1750.0,3500.0,2023-07-14,,
917,Casillero de 2 puertas,Negro,Melamina,Con chapa,2,980.0,1960.0,2022-05-24,,
917,Estante Archivador,Rojo,Metal,Sin puertas,2,1250.0,2500.0,2022-05-24,,
917,Estante para farmacia de dos cuerpos,Azul,Metal,De pared,2,3550.0,7100.0,2022-05-24,,
917,Silla de peluquería,Gris,Melamina,No acolchonada,1,210.0,210.0,2022-05-24,,
917,Casillero de 1 cuerpo y 4 puertas,Rojo,Melamina,Sin chapa,1,980.0,980.0,2022-05-24,,
922,Estante para farmacia,Gris,Metal,Sin puertas,1,3500.0,3500.0,2021-10-15,,
922,Casillero de 15 puertas,Azul,Metal,Con espejo,2,2290.0,4580.0,2021-10-15,,
924,Casillero de 12 puertas,Azul,Metal,Con espejo,2,2200.0,4400.0,2021-12-14,,
924,Mesa de instrumentación,Gris,Melamina,Con cajones,3,650.0,1950.0,2021-12-14,,
924,Gabetero de 2 cajas sin chapa,Rojo,Metal,De hogar,2,830.0,1660.0,2021-12-14,,
924,Estante para farmacia,Rojo,Metal,Con puertas,1,3500.0,3500.0,2021-12-14,,
928,Mesa de instrumentación,Negro,Melamina,Con cajones,2,650.0,1300.0,2022-09-06,,
928,Gabetero de 5 cajas,Blanco,Melamina,Sin cerradura,3,1600.0,4800.0,2022-09-06,,
928,Casillero de 1 cuerpo y tres puertas,Gris,Metal,Con chapa,2,950.0,1900.0,2022-09-06,,
931,Silla de espera,Blanco,Melamina,Con brazos,1,950.0,950.0,2020-03-05,,
931,Silla giratoria,Azul,Metal,No acolchonada,2,990.0,1980.0,2020-03-05,,
931,Estante Archivador,Negro,Metal,De pared,2,1250.0,2500.0,2020-03-05,,
931,Gabetero con chapa independiente,Azul,Melamina,Con cerradura,2,1750.0,3500.0,2020-03-05,,
931,Casillero de 2 puertas,Gris,Metal,Con chapa,3,980.0,2940.0,2020-03-05,,
936,Estanteria tipo vitrin,Azul,Melamina,De pie,3,650.0,1950.0,2020-08-19,,
936,Vitrina para farmacia,Blanco,Melamina,Sin iluminación,2,1100.0,2200.0,2020-08-19,,
936,Estante para farmacia,Blanco,Melamina,De pie,1,3500.0,3500.0,2020-08-19,,
936,Casillero de 6 puertas,Blanco,Melamina,Sin espejo,1,1750.0,1750.0,2020-08-19,,
940,Estante mostrador,Negro,Metal,De pie,1,520.0,520.0,2020-01-12,,
940,Silla estática con brazo,Negro,Metal,Sin brazos,3,320.0,960.0,2020-01-12,,
940,Estante de puertas corredizas,Rojo,Melamina,Con puertas,2,1750.0,3500.0,2020-01-12,,
940,Estanteria tipo vitrin,Azul,Metal,De pared,2,650.0,1300.0,2020-01-12,,
940,Casillero de cuatro puertas,Rojo,Metal,Con espejo,2,1550.0,3100.0,2020-01-12,,
940,Gabetero con chapa independiente,Rojo,Melamina,De oficina,1,1750.0,1750.0,2020-01-12,,
940,Silla giratoria,Gris,Metal,Acolchonada,3,990.0,2970.0,2020-01-12,,
947,Casillero de cuatro puertas,Azul,Metal,Sin chapa,2,1550.0,3100.0,2022-05-13,,
947,Gabetero con chapa independiente,Negro,Metal,Sin cerradura,2,1750.0,3500.0,2022-05-13,,
949,Estante mostrador,Blanco,Metal,De pared,2,520.0,1040.0,2021-04-05,,
949,Estante para farmacia,Gris,Metal,De pared,1,3500.0,3500.0,2021-04-05,,
949,Gabetero de 4 cajas,Blanco,Metal,Sin cerradura,3,1380.0,4140.0,2021-04-05,,
952,Gabetero de 2 cajas sin chapa,Azul,Melamina,Con cerradura,1,830.0,830.0,2022-10-19,,
952,Estante mostrador,Gris,Melamina,De pared,3,520.0,1560.0,2022-10-19,,
952,Casillero de 20 puertas,Gris,Metal,Con espejo,2,2800.0,5600.0,2022-10-19,,
952,Casillero de 15 puertas,Negro,Metal,Sin chapa,1,2290.0,2290.0,2022-10-19,,
952,Estante de puertas corredizas,Azul,Melamina,De pared,1,1750.0,1750.0,2022-10-19,,
957,Estante mostrador,Azul,Metal,Sin puertas,2,520.0,1040.0,2020-07-29,,
957,Vitrina para farmacia,Rojo,Melamina,Con iluminación,2,1100.0,2200.0,2020-07-29,,
959,Casillero de 15 puertas,Gris,Melamina,Con espejo,3,2290.0,6870.0,2023-09-29,,
959,Estanteria tipo vitrin,Negro,Metal,De pie,1,650.0,650.0,2023-09-29,,
959,Gabetero de 5 cajas,Azul,Metal,De oficina,2,1600.0,3200.0,2023-09-29,,
962,Casillero de 1 cuerpo y 4 puertas,Azul,Melamina,Sin chapa,3,980.0,2940.0,2023-12-28,,
962,Casillero de dos puertas,Gris,Melamina,Sin espejo,3,1850.0,5550.0,2023-12-28,,
962,Silla de espera,Azul,Metal,Sin brazos,1,950.0,950.0,2023-12-28,,
962,Estante Archivador,Azul,Melamina,De pared,3,1250.0,3750.0,2023-12-28,,
962,Casillero de 9 puertas,Negro,Metal,Sin espejo,2,1850.0,3700.0,2023-12-28,,
962,Estante para farmacia,Azul,Metal,De pared,2,3500.0,7000.0,2023-12-28,,
962,Silla estática,Azul,Metal,Con brazos,2,140.0,280.0,2023-12-28,,
962,Lámpara de cuello ganzo,Gris,Metal,Sin agregado,1,550.0,550.0,2023-12-28,,
962,Casillero de 9 puertas,Azul,Melamina,Con espejo,1,1850.0,1850.0,2023-12-28,,
971,Casillero de 9 puertas,Gris,Metal,Sin chapa,1,1850.0,1850.0,2021-10-14,,
971,Estante para farmacia,Azul,Melamina,Con puertas,1,3500.0,3500.0,2021-10-14,,
971,Gabetero de 2 cajas con chapa adicional,Gris,Melamina,Sin cerradura,1,980.0,980.0,2021-10-14,,
971,Casillero de 15 puertas,Rojo,Metal,Sin espejo,3,2290.0,6870.0,2021-10-14,,
971,Casillero de 2 puertas,Negro,Melamina,Con espejo,3,980.0,2940.0,2021-10-14,,
971,Estante mostrador,Blanco,Melamina,De pie,2,520.0,1040.0,2021-10-14,,
977,Silla de espera,Rojo,Melamina,No acolchonada,3,950.0,2850.0,2023-01-05,,
977,Casillero de 2 puertas,Gris,Metal,Sin espejo,1,980.0,980.0,2023-01-05,,
977,Casillero de 6 puertas,Gris,Metal,Con chapa,2,1750.0,3500.0,2023-01-05,,
977,Silla mesedora,Blanco,Metal,Con brazos,1,500.0,500.0,2023-01-05,,
977,Silla estática con brazo,Gris,Melamina,Acolchonada,3,320.0,960.0,2023-01-05,,
982,Catre de internación,Rojo,Metal,Sin agregado,2,2650.0,5300.0,2020-04-03,,
982,Estante mostrador,Rojo,Melamina,De pared,1,520.0,520.0,2020-04-03,,
982,Gabetero de 4 cajas,Negro,Melamina,De oficina,3,1380.0,4140.0,2020-04-03,,
982,Gabetero de 3 cajas,Gris,Melamina,De hogar,2,1250.0,2500.0,2020-04-03,,
986,Silla mesedora,Negro,Metal,Con brazos,3,500.0,1500.0,2023-01-15,,
986,Camilla tipo escritorio,Rojo,Melamina,Fija,3,2750.0,8250.0,2023-01-15,,
986,Silla estática con brazo,Azul,Melamina,Sin brazos,2,320.0,640.0,2023-01-15,,
986,Camillas para masajes,Negro,Metal,Sin barillas,1,1250.0,1250.0,2023-01-15,,
986,Silla estática,Negro,Melamina,Acolchonada,1,140.0,140.0,2023-01-15,,
991,Estante para farmacia de dos cuerpos,Gris,Metal,De pared,3,3550.0,10650.0,2023-01-07,,
991,Estante Archivador,Rojo,Melamina,De pie,1,1250.0,1250.0,2023-01-07,,
991,Silla mesedora,Blanco,Metal,Acolchonada,1,500.0,500.0,2023-01-07,,
994,Estante para archivos con bandejas,Gris,Metal,De pared,1,2350.0,2350.0,2020-01-30,,
994,Gabetero de 3 cajas,Blanco,Melamina,De oficina,3,1250.0,3750.0,2020-01-30,,
994,Gabetero de 2 cajas con chapa adicional,Rojo,Melamina,Con cerradura,1,980.0,980.0,2020-01-30,,
994,Gabetero de 5 cajas,Negro,Metal,De oficina,1,1600.0,1600.0,2020-01-30,,
998,Casillero de dos puertas,Blanco,Metal,Sin espejo,1,1850.0,1850.0,2022-01-15,,
998,Gabetero de 2 cajas sin chapa,Gris,Metal,Sin cerradura,1,830.0,830.0,2022-01-15,,
998,Gabetero de 2 cajas sin chapa,Azul,Melamina,Sin cerradura,1,830.0,830.0,2022-01-15,,
998,Casillero de 2 puertas,Rojo,Metal,Con espejo,2,980.0,1960.0,2022-01-15,,
1002,Gabetero de 2 cajas sin chapa,Azul,Melamina,Sin cerradura,2,830.0,1660.0,2021-07-01,,
1002,Gabetero de 2 cajas sin chapa,Rojo,Metal,De hogar,3,830.0,2490.0,2021-07-01,,
1002,Casillero de dos puertas,Azul,Metal,Sin chapa,3,1850.0,5550.0,2021-07-01,,
1002,Silla estática con brazo,Azul,Metal,Con brazos,1,320.0,320.0,2021-07-01,,
1002,Silla mesedora,Negro,Metal,No acolchonada,2,500.0,1000.0,2021-07-01,,
1002,Estante Archivador,Rojo,Melamina,Sin puertas,1,1250.0,1250.0,2021-07-01,,
1008,Gabetero de 2 cajas con chapa adicional,Negro,Melamina,De oficina,1,980.0,980.0,2023-04-18,,
1008,Casillero de 20 puertas,Azul,Melamina,Con chapa,3,2800.0,8400.0,2023-04-18,,
1010,Cajero para supermercado,Azul,Metal,Sin agregado,1,1200.0,1200.0,2020-12-12,,
1010,Casillero de 1 cuerpo y 4 puertas,Rojo,Melamina,Con espejo,1,980.0,980.0,2020-12-12,,
1010,Horno semi-industrial,Azul,Melamina,Con ventilador,3,2550.0,7650.0,2020-12-12,,
1010,Archivador de Chapas Individuales,Azul,Melamina,Sin agregado,2,1400.0,2800.0,2020-12-12,,
1014,Silla de peluquería,Blanco,Melamina,Acolchonada,3,210.0,630.0,2022-12-07,,
1015,Gabetero con chapa independiente,Azul,Melamina,De oficina,1,1750.0,1750.0,2022-01-04,,
1015,Casillero de cuatro puertas,Gris,Metal,Sin espejo,3,1550.0,4650.0,2022-01-04,,
1015,Estante para farmacia,Blanco,Metal,De pie,2,3500.0,7000.0,2022-01-04,,
1015,Estante mostrador,Negro,Metal,Con puertas,2,520.0,1040.0,2022-01-04,,
1019,Mesa de trabajo,Blanco,Melamina,Sin cajones,3,1500.0,4500.0,2023-03-14,,
1019,Gabetero de 4 cajas,Blanco,Metal,Con cerradura,2,1380.0,2760.0,2023-03-14,,
1021,Casillero de 12 puertas,Azul,Metal,Con espejo,1,2200.0,2200.0,2020-02-04,,
1021,Estante mostrador,Azul,Melamina,De pie,3,520.0,1560.0,2020-02-04,,
1021,Credenza,Negro,Metal,Sin agregado,1,2100.0,2100.0,2020-02-04,,
1024,Casillero de 20 puertas,Rojo,Melamina,Con espejo,2,2800.0,5600.0,2022-09-11,,
1024,Archivador de Chapas Individuales,Azul,Melamina,Sin agregado,2,1400.0,2800.0,2022-09-11,,
1024,Casillero de 15 puertas,Gris,Melamina,Sin espejo,1,2290.0,2290.0,2022-09-11,,
1024,Silla estática,Negro,Metal,Con brazos,1,140.0,140.0,2022-09-11,,
1024,Silla estática con brazo,Negro,Melamina,Sin brazos,1,320.0,320.0,2022-09-11,,
1029,Gabetero con chapa independiente,Rojo,Metal,De hogar,1,1750.0,1750.0,2023-08-22,,
1029,Gabetero de 3 cajas,Rojo,Metal,De oficina,3,1250.0,3750.0,2023-08-22,,
1031,Silla giratoria,Blanco,Melamina,Sin brazos,2,990.0,1980.0,2020-06-03,,
1031,Casillero de 20 puertas,Blanco,Melamina,Con espejo,1,2800.0,2800.0,2020-06-03,,
1031,Gabetero de 2 cajas con chapa adicional,Blanco,Metal,De oficina,1,980.0,980.0,2020-06-03,,
1031,Gabetero de 2 cajas con chapa adicional,Azul,Melamina,De hogar,1,980.0,980.0,2020-06-03,,
1035,Estante para farmacia,Gris,Metal,Con puertas,3,3500.0,10500.0,2020-03-17,,
1035,Gabetero de 2 cajas con chapa adicional,Rojo,Melamina,Sin cerradura,2,980.0,1960.0,2020-03-17,,
1035,Estante Archivador,Gris,Metal,Sin puertas,2,1250.0,2500.0,2020-03-17,,
1038,Estante Archivador,Negro,Melamina,Sin puertas,1,1250.0,1250.0,2020-08-28,,
1038,Casillero de 1 cuerpo y 1 puerta,Blanco,Melamina,Sin espejo,2,900.0,1800.0,2020-08-28,,
1038,Casillero de 1 cuerpo y 4 puertas,Rojo,Melamina,Con chapa,1,980.0,980.0,2020-08-28,,
1038,Gabetero de 3 cajas,Blanco,Metal,De oficina,3,1250.0,3750.0,2020-08-28,,
1038,Cocina industrial de dos quemadores,Gris,Melamina,Sin agregado,1,1250.0,1250.0,2020-08-28,,
1043,Casillero de 20 puertas,Rojo,Melamina,Sin chapa,2,2800.0,5600.0,2022-11-27,,
1043,Silla estática con brazo,Azul,Metal,Sin brazos,1,320.0,320.0,2022-11-27,,
1043,Estante Archivador,Azul,Metal,Sin puertas,3,1250.0,3750.0,2022-11-27,,
1043,Casillero de 12 puertas,Blanco,Metal,Con chapa,2,2200.0,4400.0,2022-11-27,,
1043,Silla de espera,Gris,Metal,No acolchonada,2,950.0,1900.0,2022-11-27,,
1043,Estante para farmacia de dos cuerpos,Rojo,Melamina,De pie,1,3550.0,3550.0,2022-11-27,,
1049,Gabetero de 3 cajas,Rojo,Metal,Sin cerradura,1,1250.0,1250.0,2023-08-02,,
1049,Horno domestico,Gris,Melamina,Eléctrico,3,1350.0,4050.0,2023-08-02,,
1049,Casillero de dos puertas,Rojo,Metal,Sin chapa,1,1850.0,1850.0,2023-08-02,,
1052,Casillero de 20 puertas,Blanco,Melamina,Sin espejo,2,2800.0,5600.0,2022-01-23,,
1052,Gabetero de 4 cajas,Gris,Metal,De hogar,3,1380.0,4140.0,2022-01-23,,
1052,Estanteria tipo vitrin,Gris,Melamina,Sin puertas,2,650.0,1300.0,2022-01-23,,
1052,Archivador de Chapas Individuales,Rojo,Metal,Sin agregado,3,1400.0,4200.0,2022-01-23,,
1052,Estante mostrador,Negro,Melamina,De pared,1,520.0,520.0,2022-01-23,,
1057,Vitrina para farmacia,Negro,Metal,Con iluminación,2,1100.0,2200.0,2021-01-20,,
1057,Estante para farmacia,Azul,Melamina,De pie,1,3500.0,3500.0,2021-01-20,,
1057,Estante mostrador,Negro,Melamina,De pared,3,520.0,1560.0,2021-01-20,,
1060,Silla de peluquería,Negro,Melamina,No acolchonada,2,210.0,420.0,2023-12-25,,
1060,Casillero de 6 puertas,Azul,Melamina,Sin espejo,3,1750.0,5250.0,2023-12-25,,
1062,Silla estática con brazo,Rojo,Melamina,Acolchonada,3,320.0,960.0,2021-02-11,,
1062,Silla estática,Negro,Melamina,Acolchonada,1,140.0,140.0,2021-02-11,,
1062,Estanteria tipo vitrin,Azul,Metal,Sin puertas,3,650.0,1950.0,2021-02-11,,
1062,Camilla tipo escritorio,Negro,Melamina,Fija,3,2750.0,8250.0,2021-02-11,,
1062,Mostrador para librería,Negro,Metal,Sin agregado,1,900.0,900.0,2021-02-11,,
1062,Vitrina para farmacia,Gris,Melamina,Sin iluminación,1,1100.0,1100.0,2021-02-11,,
1062,Casillero de dos puertas,Gris,Melamina,Sin espejo,1,1850.0,1850.0,2021-02-11,,
1069,Silla mesedora,Azul,Metal,Sin brazos,2,500.0,1000.0,2020-11-26,,
1069,Silla mesedora,Gris,Melamina,Sin brazos,1,500.0,500.0,2020-11-26,,
1069,Estante de puertas corredizas,Blanco,Melamina,De pared,1,1750.0,1750.0,2020-11-26,,
1069,Estante de puertas corredizas,Rojo,Melamina,Sin puertas,3,1750.0,5250.0,2020-11-26,,
1069,Casillero de cuatro puertas,Blanco,Melamina,Con espejo,2,1550.0,3100.0,2020-11-26,,
1069,Pedestal porta sueros,Gris,Melamina,Sin agregado,1,410.0,410.0,2020-11-26,,
1069,Casillero de 20 puertas,Negro,Metal,Con espejo,3,2800.0,8400.0,2020-11-26,,
1069,Archivador de Chapas Individuales,Azul,Melamina,Sin agregado,2,1400.0,2800.0,2020-11-26,,
1069,Casillero de 9 puertas,Blanco,Melamina,Sin espejo,1,1850.0,1850.0,2020-11-26,,
1078,Gabetero de 2 cajas con chapa adicional,Blanco,Melamina,Con cerradura,2,980.0,1960.0,2020-04-28,,
1078,Gabetero con chapa independiente,Gris,Melamina,Con cerradura,2,1750.0,3500.0,2020-04-28,,
1078,Estante de puertas corredizas,Azul,Melamina,De pared,2,1750.0,3500.0,2020-04-28,,
1081,Estanteria tipo vitrin,Rojo,Melamina,Con puertas,1,650.0,650.0,2023-06-26,,
1081,Casillero de 15 puertas,Negro,Melamina,Con espejo,1,2290.0,2290.0,2023-06-26,,
1081,Silla mesedora,Azul,Melamina,Con brazos,2,500.0,1000.0,2023-06-26,,
1081,Estante de puertas corredizas,Azul,Melamina,De pared,2,1750.0,3500.0,2023-06-26,,
1081,Casillero de 1 cuerpo y 1 puerta,Gris,Metal,Sin chapa,2,900.0,1800.0,2023-06-26,,
1086,Silla estática,Blanco,Metal,No acolchonada,3,140.0,420.0,2022-08-19,,
1087,Silla de espera,Blanco,Melamina,Acolchonada,2,950.0,1900.0,2022-05-04,,
1087,Silla de espera,Azul,Melamina,Acolchonada,2,950.0,1900.0,2022-05-04,,
1087,Silla de espera,Negro,Metal,Con brazos,1,950.0,950.0,2022-05-04,,
1090,Estante de puertas corredizas,Negro,Metal,Sin puertas,3,1750.0,5250.0,2023-02-11,,
1090,Silla de peluquería,Rojo,Melamina,Acolchonada,3,210.0,630.0,2023-02-11,,
1092,Gabetero con chapa independiente,Rojo,Melamina,Con cerradura,3,1750.0,5250.0,2020-08-17,,
1092,Cocina industrial de dos quemadores,Blanco,Melamina,Sin agregado,1,1250.0,1250.0,2020-08-17,,
1092,Estante para farmacia,Negro,Melamina,De pared,1,3500.0,3500.0,2020-08-17,,
1095,Catre de internación,Rojo,Melamina,Sin agregado,1,2650.0,2650.0,2020-08-19,,
1095,Escritorio secretarial de cuatro cajas con chapa clave,Rojo,Metal,Fijo,1,1480.0,1480.0,2020-08-19,,
1095,Vitrina para farmacia,Gris,Melamina,Con iluminación,1,1100.0,1100.0,2020-08-19,,
1098,Gabetero de 4 cajas,Rojo,Metal,Con cerradura,1,1380.0,1380.0,2022-04-27,,
1098,Casillero de 12 puertas,Azul,Melamina,Sin espejo,3,2200.0,6600.0,2022-04-27,,
1098,Casillero de cuatro puertas,Negro,Melamina,Con chapa,1,1550.0,1550.0,2022-04-27,,
1101,Estante mostrador,Negro,Melamina,De pared,2,520.0,1040.0,2020-12-26,,
1101,Casillero de 1 cuerpo y 4 puertas,Gris,Melamina,Con chapa,3,980.0,2940.0,2020-12-26,,
1103,Casillero de 9 puertas,Negro,Metal,Sin espejo,2,1850.0,3700.0,2021-08-09,,
1103,Casillero de 2 puertas,Azul,Metal,Con espejo,2,980.0,1960.0,2021-08-09,,
1103,Casillero de 9 puertas,Negro,Melamina,Con chapa,1,1850.0,1850.0,2021-08-09,,
1103,Gabetero de 3 cajas,Gris,Metal,Con cerradura,1,1250.0,1250.0,2021-08-09,,
1107,Estante de puertas corredizas,Negro,Melamina,Sin puertas,1,1750.0,1750.0,2020-01-23,,
1107,Estante para farmacia,Azul,Metal,Sin puertas,1,3500.0,3500.0,2020-01-23,,
1107,Gabetero con chapa independiente,Blanco,Melamina,De hogar,2,1750.0,3500.0,2020-01-23,,
1107,Silla mesedora,Azul,Melamina,Con brazos,1,500.0,500.0,2020-01-23,,
1107,Silla mesedora,Gris,Melamina,Acolchonada,1,500.0,500.0,2020-01-23,,
1107,Casillero de 1 cuerpo y tres puertas,Gris,Melamina,Con chapa,3,950.0,2850.0,2020-01-23,,
1107,Casillero de 6 puertas,Azul,Metal,Sin espejo,3,1750.0,5250.0,2020-01-23,,
1107,Estante de puertas corredizas,Blanco,Melamina,Sin puertas,1,1750.0,1750.0,2020-01-23,,
1115,Camilla de ginecología,Negro,Metal,Con espaldar movible,3,1850.0,5550.0,2022-05-04,,
1115,Casillero de 9 puertas,Rojo,Metal,Sin espejo,2,1850.0,3700.0,2022-05-04,,
1115,Gabetero de 3 cajas,Negro,Melamina,Con cerradura,1,1250.0,1250.0,2022-05-04,,
1118,Estante mostrador,Gris,Metal,De pared,2,520.0,1040.0,2023-01-29,,
1118,Casillero de cuatro puertas,Rojo,Melamina,Sin chapa,3,1550.0,4650.0,2023-01-29,,
1118,Estante mostrador,Azul,Metal,Sin puertas,1,520.0,520.0,2023-01-29,,
1118,Silla de espera,Rojo,Metal,Con brazos,3,950.0,2850.0,2023-01-29,,
1118,Estante mostrador,Blanco,Melamina,De pared,2,520.0,1040.0,2023-01-29,,
1118,Casillero de cuatro puertas,Gris,Metal,Con espejo,3,1550.0,4650.0,2023-01-29,,
1118,Silla estática,Blanco,Melamina,Con brazos,1,140.0,140.0,2023-01-29,,
1118,Gabetero de 4 cajas,Gris,Metal,De hogar,1,1380.0,1380.0,2023-01-29,,
1118,Silla mesedora,Gris,Metal,Con brazos,3,500.0,1500.0,2023-01-29,,
1118,Silla estática con brazo,Blanco,Metal,Con brazos,1,320.0,320.0,2023-01-29,,
1128,Gabetero de 4 cajas,Rojo,Metal,Sin cerradura,2,1380.0,2760.0,2023-11-20,,
1128,Archivador de Chapas Individuales,Rojo,Melamina,Sin agregado,1,1400.0,1400.0,2023-11-20,,
1130,Estante para farmacia,Azul,Melamina,De pie,3,3500.0,10500.0,2021-09-09,,
1130,Gabetero de 2 cajas con chapa adicional,Blanco,Melamina,Sin cerradura,2,980.0,1960.0,2021-09-09,,
1130,Casillero de 1 cuerpo y 1 puerta,Blanco,Metal,Con chapa,2,900.0,1800.0,2021-09-09,,
1130,Casillero de 1 cuerpo y tres puertas,Gris,Metal,Con chapa,3,950.0,2850.0,2021-09-09,,
1130,Credenza,Gris,Melamina,Sin agregado,1,2100.0,2100.0,2021-09-09,,
1130,Pedestal porta sueros,Negro,Melamina,Sin agregado,2,410.0,820.0,2021-09-09,,
1136,Gabetero de 2 cajas con chapa adicional,Gris,Metal,Con cerradura,1,980.0,980.0,2020-12-24,,
1136,Casillero de dos puertas,Negro,Metal,Sin espejo,1,1850.0,1850.0,2020-12-24,,
1136,Casillero de dos puertas,Negro,Melamina,Sin espejo,2,1850.0,3700.0,2020-12-24,,
1136,Gabetero de 3 cajas,Blanco,Metal,De oficina,2,1250.0,2500.0,2020-12-24,,
1136,Estante para farmacia de dos cuerpos,Gris,Melamina,Sin puertas,1,3550.0,3550.0,2020-12-24,,
1136,Gabetero de 5 cajas,Negro,Melamina,Con cerradura,2,1600.0,3200.0,2020-12-24,,
1136,Estante para farmacia,Azul,Melamina,Sin puertas,2,3500.0,7000.0,2020-12-24,,
1136,Estante para farmacia,Azul,Melamina,Con puertas,2,3500.0,7000.0,2020-12-24,,
1136,Camilla de ginecología,Blanco,Metal,Con espaldar movible,1,1850.0,1850.0,2020-12-24,,
1145,Estante de puertas corredizas,Blanco,Melamina,De pie,1,1750.0,1750.0,2023-09-20,,
1145,Camillas para masajes,Blanco,Metal,Con espaldar movible,1,1250.0,1250.0,2023-09-20,,
1145,Silla de espera,Rojo,Metal,Con brazos,1,950.0,950.0,2023-09-20,,
1148,Estante para farmacia,Blanco,Metal,De pared,3,3500.0,10500.0,2020-10-20,,
1149,Casillero de 6 puertas,Azul,Melamina,Con chapa,3,1750.0,5250.0,2021-10-11,,
1149,Gabetero de 2 cajas sin chapa,Azul,Melamina,Sin cerradura,3,830.0,2490.0,2021-10-11,,
1149,Gabetero de 4 cajas,Rojo,Melamina,De oficina,1,1380.0,1380.0,2021-10-11,,
1149,Estante para farmacia,Negro,Melamina,Sin puertas,1,3500.0,3500.0,2021-10-11,,
1153,Estante para archivos con bandejas,Gris,Melamina,De pared,1,2350.0,2350.0,2023-11-18,,
1153,Silla estática con brazo,Negro,Melamina,Con brazos,1,320.0,320.0,2023-11-18,,
1153,Ropero casillero,Gris,Melamina,Sin agregado,3,2500.0,7500.0,2023-11-18,,
1153,Casillero de 20 puertas,Gris,Melamina,Sin espejo,3,2800.0,8400.0,2023-11-18,,
1157,Archivador de Chapas Individuales,Azul,Metal,Sin agregado,1,1400.0,1400.0,2022-05-10,,
1157,Casillero de 12 puertas,Negro,Melamina,Con espejo,1,2200.0,2200.0,2022-05-10,,
1157,Vitrina para farmacia,Azul,Metal,Con iluminación,2,1100.0,2200.0,2022-05-10,,
1157,Gabetero de 4 cajas,Rojo,Metal,Con cerradura,2,1380.0,2760.0,2022-05-10,,
1161,Silla estática con brazo,Rojo,Melamina,Acolchonada,2,320.0,640.0,2023-12-19,,
1161,Silla estática con brazo,Blanco,Melamina,Acolchonada,1,320.0,320.0,2023-12-19,,
1163,Credenza,Rojo,Melamina,Sin agregado,2,2100.0,4200.0,2022-06-03,,
1163,Casillero de 20 puertas,Negro,Metal,Con chapa,3,2800.0,8400.0,2022-06-03,,
1163,Estante para farmacia,Negro,Metal,Sin puertas,1,3500.0,3500.0,2022-06-03,,
1166,Casillero de 15 puertas,Negro,Metal,Sin espejo,2,2290.0,4580.0,2022-01-19,,
1166,Gabetero de 5 cajas,Negro,Melamina,Sin cerradura,2,1600.0,3200.0,2022-01-19,,
